farm_id,month,temperature,precipitation,soil_moisture,drought_index,risk_probability,terra_score,yield_t_ha
FARM-749,2022-06,32.8,126.3,37.3,0.128,0.0595,941,5.23
FARM-749,2022-07,34.4,241.6,43.2,0.18,0.0678,932,5.17
FARM-749,2022-08,31.6,274.4,42.2,0.112,0.1203,880,5.36
FARM-749,2022-09,29.3,198.8,36.7,0.116,0.0692,931,5.01
FARM-749,2022-10,27.8,125.0,34.3,0.185,0.1007,899,5.25
FARM-749,2022-11,24.4,51.1,24.9,0.218,0.1614,839,4.89
FARM-749,2022-12,22.1,34.5,27.6,0.202,0.0972,903,5.48
FARM-749,2023-01,22.7,34.9,29.0,0.179,0.1762,824,4.95
FARM-749,2023-02,21.1,38.1,19.2,0.163,0.1733,827,5.02
FARM-749,2023-03,26.8,47.2,25.5,0.222,0.1697,830,5.16
FARM-749,2023-04,27.2,43.1,29.0,0.243,0.1923,808,5.35
FARM-749,2023-05,32.0,151.0,32.2,0.327,0.1458,854,5.27
FARM-749,2023-06,34.0,172.5,40.1,0.265,0.1824,818,4.89
FARM-749,2023-07,33.7,258.7,42.7,0.253,0.185,815,5.13
FARM-749,2023-08,31.6,218.2,39.4,0.249,0.1497,850,5.56
FARM-749,2023-09,31.2,66.1,31.0,0.27,0.2122,788,4.82
FARM-749,2023-10,25.4,50.6,24.8,0.287,0.2686,731,4.89
FARM-749,2023-11,23.8,29.5,29.8,0.387,0.2197,780,4.83
FARM-749,2023-12,22.5,67.8,25.6,0.331,0.213,787,4.39
FARM-749,2024-01,20.6,41.5,27.5,0.404,0.2465,753,4.61
FARM-749,2024-02,20.3,32.3,26.2,0.405,0.2305,770,5.14
FARM-749,2024-03,22.7,33.6,25.0,0.404,0.2022,798,4.73
FARM-749,2024-04,25.1,47.1,26.3,0.357,0.1991,801,4.95
FARM-749,2024-05,28.8,64.2,28.2,0.469,0.1964,804,4.89
FARM-749,2024-06,31.3,143.4,35.7,0.416,0.2491,751,4.6
FARM-749,2024-07,32.3,311.2,44.0,0.361,0.1354,865,5.04
FARM-749,2024-08,32.4,265.1,45.1,0.443,0.15,850,5.47
FARM-749,2024-09,29.9,118.5,31.5,0.482,0.1867,813,4.44
FARM-749,2024-10,28.5,145.8,34.7,0.428,0.109,891,5.34
FARM-749,2024-11,24.6,22.5,25.4,0.441,0.1322,868,4.85
FARM-749,2024-12,22.0,32.4,22.4,0.494,0.1514,849,4.81
FARM-749,2025-01,21.4,9.7,24.5,0.475,0.0826,917,5.14
FARM-749,2025-02,22.8,34.2,25.8,0.407,0.0393,961,5.37
FARM-749,2025-03,24.6,12.6,22.1,0.357,0.02,980,5.51
FARM-749,2025-04,27.2,31.9,27.0,0.458,0.0867,913,5.21
FARM-749,2025-05,30.8,101.7,36.0,0.358,0.0395,960,5.39
FARM-749,2025-06,32.2,147.4,35.6,0.416,0.02,980,5.38
FARM-749,2025-07,33.8,282.7,40.4,0.405,0.02,980,5.1
FARM-749,2025-08,33.6,208.7,40.8,0.324,0.02,980,5.84
FARM-749,2025-09,30.5,144.2,35.3,0.327,0.02,980,4.8
FARM-749,2025-10,26.2,17.3,24.9,0.338,0.02,980,5.32
FARM-749,2025-11,25.2,19.6,21.0,0.304,0.02,980,5.61
FARM-749,2025-12,19.6,41.4,20.2,0.343,0.02,980,5.42
FARM-749,2026-01,21.9,19.3,24.7,0.297,0.02,980,5.45
FARM-749,2026-02,22.7,43.2,24.9,0.269,0.02,980,5.32
FARM-749,2026-03,24.4,40.6,21.2,0.207,0.02,980,4.78
FARM-749,2026-04,26.5,61.8,29.2,0.272,0.02,980,5.54
FARM-749,2026-05,29.0,89.2,31.1,0.315,0.02,980,5.08
FARM-749,2026-06,33.3,184.1,38.2,0.121,0.02,980,5.52
FARM-749,2026-07,34.3,243.2,43.2,0.203,0.02,980,5.51
FARM-749,2026-08,30.9,96.2,26.8,0.231,0.02,980,5.67
FARM-750,2021-09,27.8,77.4,42.6,0.614,0.3709,629,1.78
FARM-750,2021-10,23.7,43.5,35.0,0.546,0.3703,630,1.71
FARM-750,2021-11,22.2,23.3,35.9,0.595,0.3471,653,1.89
FARM-750,2021-12,21.2,20.8,34.7,0.554,0.3863,614,1.82
FARM-750,2022-01,20.9,27.1,37.8,0.584,0.3555,645,1.8
FARM-750,2022-02,21.1,15.3,42.1,0.554,0.3001,700,1.75
FARM-750,2022-03,21.3,16.2,32.3,0.45,0.2405,759,2.06
FARM-750,2022-04,25.5,25.3,39.4,0.463,0.2535,746,2.04
FARM-750,2022-05,29.6,28.0,30.6,0.519,0.2508,749,1.9
FARM-750,2022-06,31.8,59.6,39.7,0.444,0.2257,774,2.04
FARM-750,2022-07,32.1,41.9,45.0,0.477,0.287,713,1.83
FARM-750,2022-08,29.8,90.0,36.5,0.402,0.1663,834,1.81
FARM-750,2022-09,27.6,38.8,41.4,0.347,0.1959,804,1.91
FARM-750,2022-10,25.8,1.2,36.6,0.402,0.2265,773,1.9
FARM-750,2022-11,24.2,25.5,35.4,0.396,0.1307,869,1.83
FARM-750,2022-12,20.7,12.7,36.0,0.371,0.1785,821,1.95
FARM-750,2023-01,20.8,12.4,36.5,0.386,0.2,800,1.97
FARM-750,2023-02,20.4,17.4,39.4,0.374,0.1592,841,1.89
FARM-750,2023-03,21.6,13.6,36.8,0.403,0.2105,790,2.01
FARM-750,2023-04,25.8,23.7,35.8,0.396,0.1864,814,2.12
FARM-750,2023-05,28.8,39.8,35.1,0.361,0.206,794,2.11
FARM-750,2023-06,30.0,50.4,38.7,0.34,0.2352,765,1.93
FARM-750,2023-07,30.7,133.1,40.3,0.299,0.2089,791,1.87
FARM-750,2023-08,31.3,95.0,42.8,0.352,0.274,726,1.69
FARM-750,2023-09,28.7,74.3,40.5,0.281,0.1739,826,1.9
FARM-750,2023-10,26.0,45.5,41.2,0.367,0.2202,780,1.75
FARM-750,2023-11,22.2,10.5,37.0,0.395,0.2484,752,1.92
FARM-750,2023-12,23.0,20.3,34.8,0.396,0.3373,663,1.73
FARM-750,2024-01,21.2,17.6,35.6,0.356,0.2921,708,1.88
FARM-750,2024-02,20.4,18.2,39.9,0.43,0.2736,726,1.98
FARM-750,2024-03,22.1,10.4,41.3,0.355,0.2744,726,1.85
FARM-750,2024-04,27.4,20.5,38.8,0.371,0.3013,699,1.89
FARM-750,2024-05,30.6,51.8,43.0,0.419,0.3681,632,1.74
FARM-750,2024-06,29.8,58.2,44.0,0.444,0.4056,594,1.62
FARM-750,2024-07,32.7,103.0,43.1,0.401,0.4358,564,1.56
FARM-750,2024-08,33.0,94.8,35.7,0.438,0.3902,610,1.76
FARM-750,2024-09,31.6,82.9,41.2,0.463,0.4164,584,1.68
FARM-750,2024-10,26.0,53.6,42.4,0.479,0.3979,602,1.73
FARM-750,2024-11,23.6,15.9,37.2,0.527,0.4651,535,1.58
FARM-750,2024-12,21.5,22.5,36.4,0.524,0.4351,565,1.64
FARM-750,2025-01,19.7,15.6,35.5,0.536,0.4927,507,1.65
FARM-750,2025-02,20.2,16.1,39.4,0.558,0.4663,534,1.74
FARM-750,2025-03,22.5,17.2,38.3,0.583,0.4142,586,1.75
FARM-750,2025-04,25.9,15.6,35.0,0.577,0.5041,496,1.59
FARM-750,2025-05,28.7,37.5,31.7,0.655,0.514,486,1.77
FARM-750,2025-06,31.1,75.0,42.3,0.586,0.5114,489,1.63
FARM-750,2025-07,32.7,133.8,46.8,0.599,0.4729,527,1.76
FARM-750,2025-08,31.5,156.2,46.3,0.656,0.4654,535,1.53
FARM-750,2025-09,29.8,74.8,42.6,0.663,0.4276,572,1.74
FARM-750,2025-10,26.4,40.0,38.6,0.642,0.4347,565,1.59
FARM-750,2025-11,21.0,21.3,38.7,0.624,0.4537,546,1.58
FARM-750,2025-12,22.1,18.4,35.6,0.724,0.4456,554,1.59
FARM-750,2026-01,19.9,16.6,37.9,0.604,0.3842,616,1.66
FARM-750,2026-02,20.7,11.6,38.8,0.59,0.3644,636,1.65
FARM-750,2026-03,24.6,9.2,28.1,0.61,0.363,637,1.7
FARM-750,2026-04,26.1,24.1,38.5,0.611,0.3353,665,1.98
FARM-750,2026-05,29.2,51.0,43.4,0.591,0.3469,653,1.69
FARM-750,2026-06,31.4,86.9,44.2,0.612,0.3405,659,1.77
FARM-750,2026-07,33.2,144.1,45.7,0.499,0.2953,705,1.76
FARM-750,2026-08,30.7,136.0,44.8,0.528,0.304,696,1.8
FARM-751,2021-09,28.7,67.7,37.7,0.316,0.0308,969,4.4
FARM-751,2021-10,27.1,33.2,36.1,0.4,0.1031,897,4.46
FARM-751,2021-11,21.8,24.3,29.2,0.459,0.145,855,4.54
FARM-751,2021-12,22.9,8.9,28.4,0.365,0.1192,881,4.47
FARM-751,2022-01,18.7,23.5,35.1,0.414,0.1203,880,4.7
FARM-751,2022-02,20.2,21.4,35.1,0.439,0.1244,876,4.09
FARM-751,2022-03,24.8,31.8,32.0,0.454,0.1877,812,4.15
FARM-751,2022-04,26.8,22.3,38.1,0.442,0.18,820,4.43
FARM-751,2022-05,28.1,36.6,35.3,0.487,0.2119,788,4.26
FARM-751,2022-06,31.8,122.2,43.0,0.466,0.223,777,4.17
FARM-751,2022-07,33.3,94.3,34.1,0.486,0.2011,799,4.15
FARM-751,2022-08,32.9,178.9,42.5,0.484,0.1956,804,4.27
FARM-751,2022-09,30.6,148.6,41.1,0.59,0.1782,822,4.31
FARM-751,2022-10,26.3,39.5,35.2,0.511,0.2511,749,4.18
FARM-751,2022-11,22.8,23.8,34.1,0.557,0.2992,701,4.04
FARM-751,2022-12,22.5,12.3,33.8,0.61,0.2643,736,4.34
FARM-751,2023-01,23.1,8.8,28.8,0.513,0.2488,751,3.93
FARM-751,2023-02,22.0,23.5,25.7,0.484,0.217,783,3.76
FARM-751,2023-03,24.4,33.1,34.7,0.534,0.1776,822,4.27
FARM-751,2023-04,27.9,27.3,38.3,0.558,0.213,787,4.18
FARM-751,2023-05,28.3,58.9,38.9,0.519,0.1674,833,4.0
FARM-751,2023-06,31.2,45.4,36.3,0.581,0.1717,828,4.39
FARM-751,2023-07,33.0,112.4,35.7,0.569,0.1818,818,4.12
FARM-751,2023-08,27.7,136.3,39.2,0.519,0.1837,816,4.17
FARM-751,2023-09,27.7,159.4,37.7,0.543,0.1895,810,4.17
FARM-751,2023-10,27.7,30.6,31.7,0.53,0.1007,899,4.82
FARM-751,2023-11,23.4,50.7,32.3,0.411,0.1184,882,4.27
FARM-751,2023-12,23.6,15.9,28.3,0.465,0.0559,944,4.69
FARM-751,2024-01,19.5,20.1,26.6,0.407,0.0795,920,4.39
FARM-751,2024-02,22.2,15.0,26.6,0.478,0.0613,939,4.24
FARM-751,2024-03,25.6,13.4,31.1,0.525,0.0336,966,4.54
FARM-751,2024-04,26.4,26.4,30.4,0.375,0.0277,972,5.09
FARM-751,2024-05,29.0,45.9,38.1,0.37,0.02,980,4.91
FARM-751,2024-06,32.1,102.2,39.0,0.337,0.02,980,4.74
FARM-751,2024-07,33.2,108.0,39.5,0.378,0.02,980,4.76
FARM-751,2024-08,33.8,133.9,44.6,0.391,0.02,980,4.52
FARM-751,2024-09,30.9,13.6,34.5,0.258,0.02,980,4.27
FARM-751,2024-10,28.8,47.1,33.4,0.295,0.02,980,4.4
FARM-751,2024-11,22.3,39.9,31.6,0.206,0.02,980,4.38
FARM-751,2024-12,25.0,27.2,32.9,0.304,0.02,980,4.86
FARM-751,2025-01,22.7,25.1,23.9,0.253,0.02,980,4.54
FARM-751,2025-02,22.3,35.7,31.0,0.253,0.02,980,4.47
FARM-751,2025-03,24.0,24.6,32.3,0.328,0.02,980,4.83
FARM-751,2025-04,28.7,29.4,36.3,0.2,0.02,980,4.6
FARM-751,2025-05,29.4,22.1,32.9,0.169,0.02,980,4.55
FARM-751,2025-06,34.9,122.6,39.9,0.262,0.0617,938,4.58
FARM-751,2025-07,33.3,174.6,44.4,0.157,0.0584,942,4.47
FARM-751,2025-08,33.7,110.4,39.6,0.19,0.02,980,4.44
FARM-751,2025-09,30.2,31.4,30.8,0.314,0.0626,937,4.28
FARM-751,2025-10,28.9,59.6,39.2,0.302,0.1201,880,4.58
FARM-751,2025-11,24.1,24.4,25.7,0.191,0.1198,880,4.15
FARM-751,2025-12,23.5,28.2,34.1,0.261,0.1129,887,4.38
FARM-751,2026-01,22.0,10.4,32.0,0.253,0.143,857,4.43
FARM-751,2026-02,18.9,29.5,29.6,0.33,0.1549,845,4.2
FARM-751,2026-03,23.4,27.3,33.6,0.372,0.1546,845,4.25
FARM-751,2026-04,28.2,41.5,33.7,0.261,0.1195,881,4.08
FARM-751,2026-05,30.3,90.3,32.6,0.333,0.1029,897,4.53
FARM-751,2026-06,31.1,84.7,31.3,0.426,0.2206,779,4.09
FARM-751,2026-07,32.4,91.4,42.5,0.3,0.2171,783,4.0
FARM-751,2026-08,31.6,152.8,42.2,0.417,0.1789,821,4.29
FARM-752,2021-09,30.2,76.3,29.3,0.292,0.6011,399,3.25
FARM-752,2021-10,24.9,147.6,38.3,0.34,0.5766,423,3.17
FARM-752,2021-11,23.3,69.1,25.9,0.324,0.6023,398,3.22
FARM-752,2021-12,22.8,62.1,29.5,0.306,0.6305,369,3.4
FARM-752,2022-01,19.4,44.2,28.8,0.339,0.6452,355,3.08
FARM-752,2022-02,21.5,49.0,25.6,0.449,0.7901,210,2.75
FARM-752,2022-03,22.0,56.4,32.0,0.388,0.713,287,3.05
FARM-752,2022-04,25.1,42.4,21.0,0.405,0.7296,270,3.37
FARM-752,2022-05,29.5,137.8,34.8,0.465,0.7791,221,2.74
FARM-752,2022-06,32.5,186.9,46.7,0.474,0.6944,306,2.94
FARM-752,2022-07,32.6,209.6,38.0,0.369,0.7267,273,3.04
FARM-752,2022-08,30.8,285.0,50.0,0.439,0.7682,232,2.76
FARM-752,2022-09,29.4,113.0,33.4,0.435,0.779,221,3.14
FARM-752,2022-10,25.1,168.5,34.9,0.431,0.8037,196,2.82
FARM-752,2022-11,26.0,44.9,25.7,0.478,0.8496,150,2.8
FARM-752,2022-12,21.7,43.3,33.0,0.481,0.8647,135,2.79
FARM-752,2023-01,20.2,74.5,32.4,0.594,0.8685,131,2.86
FARM-752,2023-02,22.1,45.6,29.9,0.562,0.8548,145,2.85
FARM-752,2023-03,23.5,59.3,25.4,0.521,0.8983,102,2.48
FARM-752,2023-04,26.8,62.3,28.6,0.489,0.7972,203,3.17
FARM-752,2023-05,31.1,92.4,30.3,0.499,0.8151,185,2.97
FARM-752,2023-06,31.5,177.7,38.2,0.48,0.7816,218,2.92
FARM-752,2023-07,32.1,164.1,37.3,0.489,0.7721,228,2.91
FARM-752,2023-08,30.0,193.5,40.3,0.442,0.7576,242,2.99
FARM-752,2023-09,30.4,275.4,44.4,0.497,0.7571,243,2.96
FARM-752,2023-10,26.7,130.9,34.0,0.4,0.6738,326,3.02
FARM-752,2023-11,25.1,79.1,30.0,0.509,0.8107,189,2.8
FARM-752,2023-12,21.4,29.5,26.6,0.523,0.7618,238,2.84
FARM-752,2024-01,20.7,40.1,27.4,0.469,0.76,240,3.28
FARM-752,2024-02,21.8,64.4,24.6,0.413,0.6493,351,3.16
FARM-752,2024-03,21.1,30.0,27.6,0.463,0.7597,240,2.99
FARM-752,2024-04,28.4,69.9,30.9,0.457,0.7416,258,2.89
FARM-752,2024-05,31.9,153.9,36.8,0.437,0.6726,327,3.15
FARM-752,2024-06,29.4,135.9,36.7,0.396,0.6516,348,2.95
FARM-752,2024-07,34.9,316.1,54.4,0.326,0.6341,366,2.98
FARM-752,2024-08,29.0,61.3,27.2,0.412,0.6755,325,3.01
FARM-752,2024-09,27.8,195.6,47.5,0.291,0.5694,431,3.27
FARM-752,2024-10,26.1,0.0,20.8,0.344,0.6454,355,3.08
FARM-752,2024-11,25.3,11.8,24.4,0.335,0.7051,295,3.46
FARM-752,2024-12,21.5,45.3,28.0,0.284,0.6553,345,3.09
FARM-752,2025-01,18.7,34.7,29.6,0.376,0.6847,315,3.11
FARM-752,2025-02,22.4,36.7,25.3,0.306,0.6777,322,2.76
FARM-752,2025-03,24.7,36.4,31.2,0.377,0.67,330,3.0
FARM-752,2025-04,26.5,75.4,28.9,0.281,0.7059,294,3.32
FARM-752,2025-05,28.3,84.6,36.0,0.205,0.7025,298,2.91
FARM-752,2025-06,32.6,115.3,33.6,0.226,0.6832,317,2.87
FARM-752,2025-07,32.4,193.4,38.6,0.157,0.6779,322,3.26
FARM-752,2025-08,29.6,395.8,56.5,0.129,0.6013,399,3.07
FARM-752,2025-09,26.8,70.5,30.3,0.241,0.7699,230,3.05
FARM-752,2025-10,25.8,140.7,32.1,0.24,0.7546,245,2.65
FARM-752,2025-11,22.6,54.8,28.8,0.216,0.7911,209,2.82
FARM-752,2025-12,23.3,59.3,27.2,0.213,0.8038,196,2.73
FARM-752,2026-01,21.1,21.2,25.5,0.321,0.8197,180,2.81
FARM-752,2026-02,22.1,49.4,28.1,0.236,0.8362,164,3.0
FARM-752,2026-03,22.3,25.5,25.2,0.288,0.8914,109,2.6
FARM-752,2026-04,26.9,82.7,32.3,0.212,0.8323,168,3.02
FARM-752,2026-05,29.9,203.6,44.2,0.303,0.83,170,2.96
FARM-752,2026-06,33.0,206.1,39.1,0.308,0.8674,133,2.64
FARM-752,2026-07,31.0,345.9,51.8,0.277,0.8965,103,2.65
FARM-752,2026-08,31.8,286.3,47.5,0.328,0.8701,130,2.55
FARM-753,2021-09,28.2,514.7,70.9,0.0,0.4918,508,3.8
FARM-753,2021-10,25.5,254.5,49.7,0.0,0.4419,558,4.3
FARM-753,2021-11,22.8,131.1,41.6,0.009,0.5508,449,4.02
FARM-753,2021-12,20.7,63.9,37.5,0.047,0.5252,475,3.9
FARM-753,2022-01,18.4,98.2,35.6,0.0,0.5559,444,3.64
FARM-753,2022-02,21.4,79.7,32.0,0.0,0.5575,443,4.1
FARM-753,2022-03,25.6,154.0,45.3,0.0,0.4852,515,4.17
FARM-753,2022-04,25.3,83.0,39.2,0.114,0.5904,410,4.1
FARM-753,2022-05,27.4,221.0,46.6,0.0,0.5091,491,4.2
FARM-753,2022-06,30.0,157.8,37.1,0.046,0.5786,421,4.19
FARM-753,2022-07,30.6,666.2,80.9,0.0,0.4653,535,3.94
FARM-753,2022-08,28.4,0.0,23.3,0.0,0.6125,387,3.46
FARM-753,2022-09,26.8,612.5,75.0,0.0,0.4797,520,4.65
FARM-753,2022-10,21.3,315.5,55.1,0.03,0.5591,441,3.79
FARM-753,2022-11,23.3,138.9,36.4,0.127,0.619,381,3.76
FARM-753,2022-12,19.9,83.0,32.1,0.074,0.7214,279,3.79
FARM-753,2023-01,18.3,121.2,40.5,0.155,0.7268,273,3.53
FARM-753,2023-02,18.8,63.2,35.5,0.188,0.7227,277,3.63
FARM-753,2023-03,23.0,73.4,28.8,0.19,0.7009,299,3.66
FARM-753,2023-04,21.9,180.1,41.4,0.202,0.7622,238,3.44
FARM-753,2023-05,29.2,154.9,41.7,0.18,0.7378,262,3.66
FARM-753,2023-06,32.1,186.1,42.7,0.248,0.7568,243,3.57
FARM-753,2023-07,32.9,507.2,73.3,0.174,0.7224,278,3.68
FARM-753,2023-08,29.7,172.5,40.4,0.312,0.7615,239,3.36
FARM-753,2023-09,28.6,547.0,71.6,0.208,0.6769,323,3.67
FARM-753,2023-10,26.5,203.5,45.3,0.321,0.7566,243,3.42
FARM-753,2023-11,21.5,170.8,37.1,0.284,0.8048,195,3.02
FARM-753,2023-12,19.6,52.6,31.5,0.278,0.7354,265,3.32
FARM-753,2024-01,20.0,128.6,36.8,0.291,0.7769,223,3.3
FARM-753,2024-02,18.7,77.7,33.8,0.279,0.7738,226,3.43
FARM-753,2024-03,23.3,154.4,42.7,0.237,0.7297,270,3.75
FARM-753,2024-04,24.9,6.3,28.4,0.34,0.7248,275,3.52
FARM-753,2024-05,28.7,230.2,39.5,0.322,0.7037,296,3.76
FARM-753,2024-06,31.0,418.6,58.4,0.283,0.6007,399,3.85
FARM-753,2024-07,31.0,662.1,82.5,0.139,0.5142,486,4.02
FARM-753,2024-08,30.3,669.2,85.5,0.086,0.5297,470,3.89
FARM-753,2024-09,30.1,699.7,83.4,0.133,0.5198,480,3.85
FARM-753,2024-10,24.7,90.0,33.4,0.3,0.6358,364,3.91
FARM-753,2024-11,23.8,185.0,40.5,0.211,0.5587,441,3.86
FARM-753,2024-12,18.6,137.0,45.4,0.224,0.5765,424,4.41
FARM-753,2025-01,19.0,44.4,29.0,0.163,0.584,416,4.03
FARM-753,2025-02,18.6,45.1,29.6,0.195,0.5574,443,4.19
FARM-753,2025-03,20.8,88.8,36.8,0.17,0.5416,458,3.95
FARM-753,2025-04,24.1,176.7,40.6,0.165,0.5127,487,4.44
FARM-753,2025-05,29.7,323.9,59.5,0.138,0.4816,518,4.06
FARM-753,2025-06,31.3,140.0,37.0,0.139,0.5132,487,3.81
FARM-753,2025-07,29.0,997.6,95.0,0.008,0.2973,703,4.62
FARM-753,2025-08,30.4,739.6,90.7,0.0,0.4169,583,4.37
FARM-753,2025-09,27.3,161.3,41.4,0.0,0.4776,522,4.46
FARM-753,2025-10,23.6,168.9,40.7,0.143,0.499,501,3.91
FARM-753,2025-11,23.2,149.9,39.7,0.0,0.4895,511,4.08
FARM-753,2025-12,20.9,57.1,31.7,0.099,0.5453,455,3.97
FARM-753,2026-01,17.7,85.6,29.4,0.058,0.5799,420,3.8
FARM-753,2026-02,19.7,60.7,34.6,0.0,0.5506,449,3.86
FARM-753,2026-03,22.3,137.8,41.3,0.023,0.5593,441,3.9
FARM-753,2026-04,25.7,162.1,41.8,0.0,0.5387,461,3.94
FARM-753,2026-05,27.8,134.4,36.9,0.0,0.5787,421,3.86
FARM-753,2026-06,31.7,489.0,63.8,0.0,0.5175,483,4.31
FARM-753,2026-07,31.8,703.4,88.9,0.0,0.405,595,4.46
FARM-753,2026-08,29.7,691.7,81.5,0.0,0.5269,473,3.6
FARM-754,2021-09,32.8,160.7,48.3,0.174,0.1316,868,1.62
FARM-754,2021-10,27.7,62.0,40.4,0.214,0.1958,804,1.45
FARM-754,2021-11,24.2,35.4,34.6,0.214,0.1523,848,1.55
FARM-754,2021-12,21.6,15.9,31.7,0.241,0.1888,811,1.45
FARM-754,2022-01,21.8,12.4,34.6,0.193,0.2243,776,1.53
FARM-754,2022-02,22.5,22.8,26.3,0.201,0.2099,790,1.47
FARM-754,2022-03,24.9,25.7,35.8,0.241,0.2113,789,1.5
FARM-754,2022-04,28.9,26.6,32.0,0.174,0.2107,789,1.61
FARM-754,2022-05,32.6,14.6,32.9,0.253,0.2229,777,1.43
FARM-754,2022-06,34.3,72.6,39.2,0.241,0.2381,762,1.53
FARM-754,2022-07,35.9,127.5,38.9,0.273,0.2779,722,1.47
FARM-754,2022-08,34.2,139.0,45.2,0.181,0.2581,742,1.48
FARM-754,2022-09,29.8,45.3,32.6,0.313,0.4103,590,1.49
FARM-754,2022-10,29.0,52.7,32.2,0.261,0.281,719,1.49
FARM-754,2022-11,26.2,7.8,35.6,0.367,0.3411,659,1.4
FARM-754,2022-12,22.5,16.5,31.6,0.348,0.3721,628,1.34
FARM-754,2023-01,20.7,21.9,34.3,0.456,0.401,599,1.36
FARM-754,2023-02,23.3,22.4,34.8,0.345,0.3747,625,1.37
FARM-754,2023-03,24.6,15.1,32.4,0.407,0.3394,661,1.45
FARM-754,2023-04,26.7,29.2,38.0,0.458,0.3315,669,1.41
FARM-754,2023-05,32.5,11.5,32.3,0.464,0.4138,586,1.25
FARM-754,2023-06,32.1,122.3,40.1,0.376,0.3936,606,1.25
FARM-754,2023-07,32.9,187.9,44.4,0.513,0.3723,628,1.5
FARM-754,2023-08,33.2,143.4,41.7,0.422,0.3766,623,1.32
FARM-754,2023-09,30.7,52.0,39.1,0.409,0.3437,656,1.41
FARM-754,2023-10,29.1,41.8,36.1,0.441,0.389,611,1.34
FARM-754,2023-11,26.2,32.1,35.0,0.496,0.3509,649,1.41
FARM-754,2023-12,22.5,19.8,35.1,0.486,0.395,605,1.34
FARM-754,2024-01,23.2,18.3,33.1,0.524,0.364,636,1.33
FARM-754,2024-02,23.2,21.8,31.9,0.406,0.3052,695,1.36
FARM-754,2024-03,25.8,31.7,33.0,0.415,0.3117,688,1.48
FARM-754,2024-04,27.2,45.4,35.9,0.518,0.3389,661,1.42
FARM-754,2024-05,30.6,48.2,38.6,0.404,0.2448,755,1.39
FARM-754,2024-06,33.6,82.2,35.6,0.399,0.1933,807,1.47
FARM-754,2024-07,34.5,142.1,46.4,0.404,0.1437,856,1.61
FARM-754,2024-08,31.2,156.7,42.6,0.392,0.1233,877,1.54
FARM-754,2024-09,33.2,153.6,43.5,0.446,0.1616,838,1.64
FARM-754,2024-10,28.6,33.5,29.3,0.418,0.2218,778,1.52
FARM-754,2024-11,26.8,39.3,37.2,0.405,0.1649,835,1.61
FARM-754,2024-12,23.4,19.5,30.6,0.396,0.1894,811,1.49
FARM-754,2025-01,22.5,10.2,34.3,0.346,0.1404,860,1.42
FARM-754,2025-02,21.2,35.6,36.8,0.306,0.1239,876,1.59
FARM-754,2025-03,24.8,16.9,28.9,0.345,0.1512,849,1.51
FARM-754,2025-04,25.8,11.7,28.2,0.312,0.1263,874,1.64
FARM-754,2025-05,31.0,37.8,38.2,0.194,0.111,889,1.48
FARM-754,2025-06,31.9,121.3,36.9,0.279,0.1286,871,1.66
FARM-754,2025-07,34.1,70.6,38.6,0.28,0.094,906,1.61
FARM-754,2025-08,31.8,164.8,46.1,0.147,0.0588,941,1.66
FARM-754,2025-09,32.3,116.4,36.6,0.136,0.0796,920,1.57
FARM-754,2025-10,29.5,57.1,32.8,0.264,0.1733,827,1.69
FARM-754,2025-11,26.8,17.2,30.9,0.155,0.1319,868,1.52
FARM-754,2025-12,23.5,4.3,35.7,0.135,0.1492,851,1.73
FARM-754,2026-01,22.6,26.8,34.6,0.177,0.1391,861,1.62
FARM-754,2026-02,24.7,23.7,30.0,0.161,0.0954,905,1.52
FARM-754,2026-03,24.9,14.8,29.4,0.177,0.2223,778,1.45
FARM-754,2026-04,28.7,31.1,38.5,0.188,0.1856,814,1.54
FARM-754,2026-05,31.9,52.8,36.3,0.163,0.1728,827,1.48
FARM-754,2026-06,32.7,111.7,43.4,0.168,0.1698,830,1.56
FARM-754,2026-07,34.6,134.3,45.2,0.183,0.1662,834,1.5
FARM-754,2026-08,33.2,160.7,40.6,0.184,0.1976,802,1.28
FARM-755,2021-09,29.9,180.6,54.3,0.118,0.3152,685,4.22
FARM-755,2021-10,27.0,59.0,43.3,0.166,0.4199,580,4.02
FARM-755,2021-11,22.8,27.8,40.3,0.128,0.396,604,3.85
FARM-755,2021-12,20.5,22.7,42.2,0.209,0.4291,571,3.7
FARM-755,2022-01,19.4,6.1,34.6,0.192,0.422,578,3.76
FARM-755,2022-02,24.9,25.3,39.9,0.197,0.4606,539,3.64
FARM-755,2022-03,21.1,18.2,42.2,0.236,0.5221,478,3.6
FARM-755,2022-04,26.6,18.6,45.5,0.188,0.4192,581,3.85
FARM-755,2022-05,28.5,52.4,42.8,0.194,0.3812,619,4.24
FARM-755,2022-06,31.5,68.3,46.4,0.274,0.4475,552,4.07
FARM-755,2022-07,36.5,204.8,55.0,0.253,0.4334,567,3.92
FARM-755,2022-08,29.9,234.0,55.2,0.263,0.4461,554,3.86
FARM-755,2022-09,30.9,105.4,51.0,0.293,0.5139,486,3.88
FARM-755,2022-10,26.6,70.2,46.3,0.26,0.5326,467,3.83
FARM-755,2022-11,24.9,39.8,42.0,0.274,0.5444,456,3.62
FARM-755,2022-12,24.6,30.2,42.1,0.259,0.574,426,3.5
FARM-755,2023-01,19.0,34.4,42.8,0.337,0.6018,398,3.49
